Fre,10983,od,000
Fre,6924,od,001
Fre,5142,od,010
Fre,4173,od,0110
Fre,3936,od,0111
Fre,3855,od,1000
Fre,3555,od,1001
Fre,3552,od,1010
Fre,2893,od,10110
Fre,2723,od,10111
Fre,2087,od,11000
Fre,1903,od,11001
Fre,1818,od,11010
Fre,1529,od,110110
Fre,1443,od,110111
Fre,1225,od,111000
Fre,1073,od,111001
Fre,939,od,111010
Fre,761,od,1110110
Fre,755,od,1110111
Fre,616,od,1111000
Fre,567,od,1111001
Fre,508,od,1111010
Fre,387,od,1111011
Fre,310,od,11111000
Fre,271,od,11111001
Fre,176,od,11111010
Fre,166,od,111110110
Fre,138,od,111110111
Fre,98,od,111111000
Fre,90,od,1111110010
Fre,84,od,1111110011
Fre,60,od,1111110100
Fre,59,od,11111101010
Fre,56,od,11111101011
Fre,46,od,1111110110
Fre,46,od,11111101110
Fre,45,od,11111101111
Fre,44,od,11111110000
Fre,33,od,11111110001
Fre,33,od,11111110010
Fre,32,od,11111110011
Fre,32,od,11111110100
Fre,31,od,11111110101
Fre,31,od,11111110110
Fre,27,od,11111110111
Fre,26,od,111111110000
Fre,26,od,111111110001
Fre,26,od,11111111001
Fre,26,od,11111111010
Fre,26,od,11111111011
Fre,25,od,111111111000
Fre,20,od,111111111001
Fre,18,od,111111111010
Fre,18,od,111111111011
Fre,14,od,111111111100
Fre,13,od,1111111111010
Fre,12,od,1111111111011
Fre,12,od,1111111111100
Fre,7,od,1111111111101
Fre,6,od,1111111111110
Fre,6,od,1111111111111
