Fre,1750,od,00000
Fre,1712,od,00001
Fre,1691,od,00010
Fre,1689,od,000110
Fre,1666,od,000111
Fre,1594,od,00100
Fre,1580,od,00101
Fre,1577,od,00110
Fre,1554,od,001110
Fre,1544,od,001111
Fre,1494,od,01000
Fre,1439,od,010010
Fre,1411,od,010011
Fre,1338,od,01010
Fre,1330,od,010110
Fre,1329,od,010111
Fre,1267,od,01100
Fre,1246,od,011010
Fre,1213,od,011011
Fre,1167,od,011100
Fre,1127,od,011101
Fre,1067,od,011110
Fre,1064,od,011111
Fre,1010,od,100000
Fre,1007,od,100001
Fre,1006,od,100010
Fre,927,od,100011
Fre,911,od,100100
Fre,885,od,100101
Fre,873,od,100110
Fre,824,od,1001110
Fre,811,od,1001111
Fre,782,od,101000
Fre,722,od,1010010
Fre,712,od,1010011
Fre,704,od,101010
Fre,654,od,1010110
Fre,623,od,1010111
Fre,603,od,101100
Fre,594,od,1011010
Fre,582,od,1011011
Fre,570,od,1011100
Fre,568,od,1011101
Fre,526,od,1011110
Fre,514,od,1011111
Fre,500,od,1100000
Fre,457,od,1100001
Fre,456,od,1100010
Fre,442,od,11000110
Fre,438,od,11000111
Fre,437,od,1100100
Fre,419,od,1100101
Fre,399,od,1100110
Fre,376,od,11001110
Fre,357,od,11001111
Fre,345,od,1101000
Fre,341,od,11010010
Fre,338,od,11010011
Fre,337,od,1101010
Fre,323,od,11010110
Fre,302,od,11010111
Fre,299,od,1101100
Fre,294,od,11011010
Fre,291,od,11011011
Fre,276,od,11011100
Fre,271,od,11011101
Fre,269,od,11011110
Fre,268,od,11011111
Fre,266,od,11100000
Fre,255,od,11100001
Fre,247,od,11100010
Fre,228,od,11100011
Fre,217,od,11100100
Fre,205,od,11100101
Fre,201,od,11100110
Fre,188,od,111001110
Fre,188,od,111001111
Fre,186,od,11101000
Fre,185,od,111010010
Fre,184,od,111010011
Fre,184,od,11101010
Fre,184,od,111010110
Fre,183,od,111010111
Fre,179,od,11101100
Fre,174,od,111011010
Fre,166,od,111011011
Fre,162,od,11101110
Fre,146,od,111011110
Fre,142,od,111011111
Fre,138,od,111100000
Fre,137,od,111100001
Fre,134,od,111100010
Fre,121,od,111100011
Fre,120,od,111100100
Fre,113,od,111100101
Fre,108,od,111100110
Fre,106,od,111100111
Fre,102,od,111101000
Fre,102,od,111101001
Fre,101,od,111101010
Fre,94,od,1111010110
Fre,88,od,1111010111
Fre,85,od,111101100
Fre,79,od,1111011010
Fre,78,od,1111011011
Fre,78,od,1111011100
Fre,75,od,1111011101
Fre,72,od,1111011110
Fre,71,od,1111011111
Fre,68,od,1111100000
Fre,67,od,1111100001
Fre,60,od,1111100010
Fre,60,od,1111100011
Fre,59,od,1111100100
Fre,59,od,1111100101
Fre,57,od,1111100110
Fre,56,od,1111100111
Fre,56,od,1111101000
Fre,52,od,1111101001
Fre,50,od,1111101010
Fre,46,od,11111010110
Fre,46,od,11111010111
