0.928055,262
11.2831,204
20.1211,1198
27.8705,1027
35.6223,1514
43.5282,2063
51.3222,2229
59.7217,1907
67.5806,1825
75.5664,2059
83.6405,2262
91.6109,2270
99.4456,1920
107.604,1909
115.619,1438
123.133,1087
131.432,740
139.496,593
147.368,494
155.457,671
162.937,738
171.337,786
179.446,536
187.429,469
195.504,595
203.864,814
211.665,1148
219.472,1108
227.668,1005
235.392,1167
242.615,1720
250.064,27778
