0.928055,1201
11.2831,703
20.1211,1978
27.8705,3541
35.6223,4093
43.5282,4915
51.3222,4414
59.7217,4181
67.5806,4575
75.5664,4103
83.6405,4119
91.6109,4294
99.4456,4724
107.604,2844
115.619,2310
123.133,2073
131.432,1670
139.496,1445
147.368,1413
155.457,1211
162.937,892
171.337,736
179.446,697
187.429,674
195.504,561
203.864,455
211.665,385
219.472,290
227.668,297
235.392,240
242.615,203
250.064,299
