0.928055,0
11.2831,1
20.1211,99
27.8705,171
35.6223,604
43.5282,2097
51.3222,3343
59.7217,6167
67.5806,7316
75.5664,1624
83.6405,3230
91.6109,9204
99.4456,5305
107.604,3119
115.619,2923
123.133,2610
131.432,3597
139.496,4229
147.368,3427
155.457,2199
162.937,1112
171.337,825
179.446,459
187.429,184
195.504,129
203.864,161
211.665,256
219.472,244
227.668,235
235.392,370
242.615,296
250.064,0
