0.928055,3497
11.2831,738
20.1211,1970
27.8705,2580
35.6223,2726
43.5282,2190
51.3222,1963
59.7217,2010
67.5806,2928
75.5664,3563
83.6405,4396
91.6109,4287
99.4456,4204
107.604,3412
115.619,1257
123.133,524
131.432,535
139.496,517
147.368,397
155.457,370
162.937,263
171.337,219
179.446,260
187.429,819
195.504,1111
203.864,1868
211.665,1780
219.472,2371
227.668,3037
235.392,4171
242.615,4946
250.064,627
